arg_id,prev_arg_id,arg,error
Depth5_1379,Depth4_949,"With the current scheme of loans to pay extortionate fees, students are running up huge debts. This will only deter future generations from applying to higher education institutions, therefore, our future workforces will end up with less skilled and educated employees.",
Depth5_1380,Depth4_949,"Why shouldn't it be? If it can be achieved, then surely it would lead to a better society...",
Depth5_1381,Depth4_959,"While not everyone can have a good job, you would also agree unsuitable people are in well-paying jobs currently, being able to provide opportunities to highly skilled (but non-wealthy) individuals would prove a larger pool for employers to choose from.",
Depth5_1382,Depth4_959,Having the experience learned from a degree can help with job prospects which may not have been possible without the education.,
Depth5_1383,Depth4_959,Vocational training can be very hard to access beyond a basic level so beyond self employment opportunities may be very limited for those who choose practical roles. ,
Depth5_1384,Depth4_959,"Low income families will reject higher education and end up in low skilled work. This will put pressure on their mental wellbeing, which will in turn, have a knock on effect and put pressure on our already over stretched health service.",
Depth5_1385,Depth4_959,"Universities offer vocational qualifications too, many courses such as engineering, science, mathematics are vocational in nature ",
Depth5_1386,Depth4_974,"This may prove impossible for some people, even though they potentially would perform better than a wealthier individual, the lack of scholarships and overall funding is the root of this problem.",
Depth5_1387,Depth4_974,Students at University would spend their time on learning their coursework not getting part time jobs to supplement their time.,
Depth5_1388,Depth4_974,"A part time job pays a teenager around six pound an hour, while rent can cost 400 a month and uni 9000 a year. How can they save up simply with minimum wage jobs? Why should they be expected to undergo extra stress and hardship because they were born in the wrong place? ",
Depth5_1389,Depth4_974,Unfortunately there are a massive lack of part time opportunities available to students and they already have the pressure of their education workload too. Free higher education will mean that the working classes are no longer discriminated against.,
Depth5_1390,Depth4_974,"It isn't about that, a better educated population leads to a better society. If given the choice would you rather live in a society of educated or uneducated people. The responsibility that we have as tax payers is to ensure the success of our society",
Depth5_1391,Depth4_984,"University fees are currently extortionate and the highest they've ever been, leading to more and more people choosing alternatives routes every year and ending up in better financial situations. Even Countries such as Greece provide free university education.",
Depth5_1392,Depth4_984,If there are limited jobs or the job is not achieved straight away the debt will just increase.,
Depth5_1393,Depth4_984,"That does not at all eliminate the potential stress created by the ongoing debt. Also, not everyone will earn enough to be comfortable losing some money each month for a very, very long time. ",
Depth5_1394,Depth4_984,"Some of these jobs like nurses, midwives and teachers are grossly underpaid though, therefore, racking up huge university debts is putting these careers at a great risk.",
Depth5_1395,Depth4_984,"Again, the premise of the argument is rooted in individuals. Offering free education to all improves society",
Depth5_1396,Depth4_992,"Even those with the loan system are still required to work to sustain themselves, cutting out all time for living between learning and earning.",
Depth5_1397,Depth4_992,It's hard enough that parents may have their own debt and expecting them to get into more debt for the education is unfair.,
Depth5_1398,Depth4_992,"Just because a parent can help a student on paper this doesn't mean they can actually help in real life after all of their own expenses and debt. It is naive to think that parents can afford to help their kids - in many parts of the country, they simply can't. It's not fair on the parents, either, to assume they should help when there is so much money being wasted on people who don't necessarily deserve it. ",
Depth5_1399,Depth4_992,Many bursaries have been stopped though by the government and applications for nursing and health professions have greatly fallen as a result. This will have real negative consequences for the future of the NHS.,
Depth5_1400,Depth4_992,"Why do these mechanisms exist? They are to increase the education of the people in our society, particularly those who would struggle to afford this kind of education",
Depth5_1401,Depth4_1004,"With the definition of afford being ""have enough money to pay for"", this refers to the overall costs excluding luxuries, which alone proves impossible for many, albeit a student should still be entitled to live and enjoy themselves when appropriate.",
Depth5_1402,Depth4_1004,"It is unfair to presume students are going out every night, they still need living expenses and materials.",
Depth5_1403,Depth4_1004,"The majority of students aren't rich kids who go out every night, they are poor and do genuinely struggle to afford food or educational trips for example. Accommodation prices near university cities are often needlessly high, and those who don't stay in those areas will have to spend just as much extra on travel to and fro. ",
Depth5_1404,Depth4_1004,"The cost of living is extortionate for everyone at the moment, students do not need the additional pressure of another debt as well as their rent and bills.",
Depth5_1405,Depth4_1004,"This should not be subjective, our own opinions of ""afford"" will always be flawed, there is data available to support the argument",
Depth5_1406,Depth4_993,"If we value education and the benefits it brings to society as a whole, as well as the individual, we should enable students to be able to devote themselves entirely to their studies.",
Depth5_1407,Depth4_993,Sometimes you have to support yourself through these expensive times to show you the meaning of money.,
Depth5_1408,Depth4_993,if someone is studying properly they should not have to work just to pay the fees. It is an investment to their work of the future. ,
Depth5_1409,Depth4_993,"All young people have the right to an education which is not paid for, its unfair to enter into debt.",
Depth5_1410,Depth4_993,Students should not have to take on extra work in order to pay for their education. They should be spending their time wisely by working hard towards their degree and therefore securing a future for themselves. ,
Depth5_1411,Depth4_1009,"Yes, that is true. We should, as a society, value other work far higher, for example, skilled manual work is not respected nor paid as it should be in this country.",
Depth5_1412,Depth4_1009,The more educated a workforce is the harder they are likely to work.,
Depth5_1413,Depth4_1009,It is not fair on those who cannot or do not choose to go to university. University is a choice that should not be paid for by others. ,
Depth5_1414,Depth4_1009,Of course having a highly paid job is benefiicial but its not possible for everyone and education needs to be taken into account.,y
Depth5_1415,Depth4_1009,"Well yes, obviously, that is the whole point of going to university. In order to get a job within their chosen field and progress.",
Depth5_1416,Depth4_1022,"Having affluent parents can make all the difference to someone's experience at university with the support that they offer. Future debt and the gradual repayment is manageable for all, but those that need help to study should have it at the time.",
Depth5_1417,Depth4_1022,People are disadvantaged because they come from different backgrounds.,
Depth5_1418,Depth4_1022,"If tuition was free for all, people would not have to seek help whatever their circumstances were",
Depth5_1419,Depth4_1022,"It makes no difference if the parents can afford this, not everyone's can and why should they enter into debt for this.",
Depth5_1420,Depth4_1022,Students should not leave university with a massive debt looming over the heads which they will then spend years of their adult life repaying. Education should be available to all without the worry of money and debt.,
Depth5_1421,Depth4_1032,"I agree with you, however, I still believe education should not cost our young people as much as it does.",
Depth5_1422,Depth4_1032,The debt will always look over them.,
Depth5_1423,Depth4_1032,Debt is debt and still has to be paid.,
Depth5_1424,Depth4_1032,"It is not an insignificant amount each month, it is a big chunk of debt to pay off each month.",
Depth5_1425,Depth4_1032,"There are enough deductions already from a monthly wage packet without having a debt repayment. How will the future generation ever get on the property ladder for instance, without financial help from elsewhere. We are creating a bigger problem.",
Depth5_1426,Depth4_1040,But when you just get over the threshold you suddenly have much less money than you expected to have!,
Depth5_1427,Depth4_1040,Most people won't even earn the same amount of money as the loan in their first year at work.,
Depth5_1428,Depth4_1040,"Repayment comes at the worst time, when family expenses increase and the debt becomes a burden. ",
Depth5_1429,Depth4_1040,I beg to differ how anyone can not notice a chunk of money being deducted every month to pay off a debt which they shouldn't have in the first place.,
Depth5_1430,Depth4_1040,"""Many people wont notice it"" Very much depends on how much they are earning after university. What about the percentage who will notice it.",
Depth5_1431,Depth4_1058,"Not everyone can work whilst studying, and there aren't necessarily jobs available for all. It's unfair that some less fortunate students sometimes need to take out additional loans.",
Depth5_1432,Depth4_1058,Sometimes it wil always be a long way from home and will cost loads even if you have a job.,
Depth5_1433,Depth4_1058,Jobs are not always plentiful and are likely to be low paid. A university grant should cover more than tuition and include living expenses.,
Depth5_1434,Depth4_1058,"Students do not have time to take out a part time job, when I was at university we were strongly advised not to as this interferes with studies.",
Depth5_1435,Depth4_1058,"With lectures, extra work and exams what extra time do students have? They should be revising and working towards their education, not having to work all hours god sends just to fund their degree.",
Depth5_1436,Depth4_995,"Not everyone can get an apprenticeship in the job they want, university has so many more opportunities for people but many people can’t access it. It should be made easily accessible so that more people can attend",
Depth5_1437,Depth4_995,"Apprenticeships are fantastic but do not always teach the technical and academic aspects required to perform well in a role, as their time is limited due to consistently working practically. ",
Depth5_1438,Depth4_995,"But over the course of a working lifetime, people who have a university education earn much more (and therefore contribute more to society's coffers in taxes) than those who go into apprenticeships. Also many apprenticeships are simply low-wage labour and expolit young people.",y
Depth5_1439,Depth4_995,"However, not all future careers work well with apprenticeships including more humanity based careers and of course academia. People of a poorer background still become limited in their options due to the university fees.",
Depth5_1440,Depth4_995,I feel that to much is put on exams and marks one part of uk u don't need grades other parts u do wat happened to giving people a chance it just feels if u more money u get better jobs even if your not good enouth,y
Depth5_1441,Depth4_1010,"The fees make no difference to motivation, a lot of people study but then choose an entirely different career to the one they chose at uni. Motivation comes down to the individual. People who can’t attend uni due to the cost but would love to may be way more motivated. They should have that option ",
Depth5_1442,Depth4_1010,"Fees do not motivate students. In fact, they demotivate many students whom may never complete the 3 years required due to this worry. Especially young people are much more likely to perform well when relaxed, happy and motivated for their OWN reasons. ",
Depth5_1443,Depth4_1010,"Higher education should not wholly be focused on future career. Few people at 18 know what they want to do for the next 50 years and should not be under pressure to narrow their focus so early. Having freedom to enjoy learning for its own sake without incurring massive debt will lead to a happier, more educated and creative-thinking workforce in the long run. ",
Depth5_1444,Depth4_1010,"The majority of students have to take out loans to afford to go to university, this money often goes from the loan company to the university straight away. Consequently, this devalues the idea of fees being a motivation because the weight of debt is not felt until afterwards.",
Depth5_1445,Depth4_1010,you can have all the grades in the world but common sence is better then paper marks,y
Depth5_1446,Depth4_1023,"Education is supposed to be diverse and accessible, yet they penalise people for coming from poorer backgrounds. Some people may have parents who earn enough for them not to receive help yet don’t earn enough to pay uni fees. Some people are just scraping by",
Depth5_1447,Depth4_1023,"The student should not automatically have to undergo a much more complicated and difficult process because they were born poor, especially as they probably have less time than their richer peers already due to having to work. ",
Depth5_1448,Depth4_1023,Few students from poorer backgrounds will have the information and self-assuredness to apply for scholarships. Loans are a heavy debt burden which those from more affluent backgrounds will feel much more able to bear (expecting at some point to inherit from their parents). Those from poorer backgrounds will feel that higher education is too financially burdensome to contemplate.,
Depth5_1449,Depth4_1023,"However, scholarships and financial help are not always readily available, and if they are and the student has successfully received the monetary aid, it is still often not enough.",
Depth5_1450,Depth4_1023,give every one a chance if they show they can do the job,
Depth5_1451,Depth4_1033,"People are already in so much debt without the added stress of university fees, and even if they eventually get a high paid job, the cost of living is so high. ",
Depth5_1452,Depth4_1033,"This doesn't change the fact that they may be anxious about it and graduation does not guarantee a high paying position - on the contrary, a vocational subject and starting their own business could potentially earn much more while they have to study much less. ",
Depth5_1453,Depth4_1033,"Students from more affluent backgrounds benefit not only from knowing they will potentially inherit (or that their parents may help them pay off their loans), but also from greater social confidence than those from poorer backgrounds. Graduates from working class backgrounds still lose out to those from more affluent backgrounds when it comes to securing the most highly paid jobs due to the class system. It will never be a level playing field, but abolishing loans will make it more so then it is presently.",
Depth5_1454,Depth4_1033,Jobs aimed at recent graduates are not necessarily higher paying as they often also require practical experience. Many businesses use this to their advantage to pay lower wages. ,
Depth5_1455,Depth4_1033,most don't get paying back much anyway and some even go into bad jobs so don't have to,
Depth5_1456,Depth4_1053,Many students can’t commit to a job as they have placements to attend. And even then the loan they have barely covers the cost of living so the money from a job would just help towards that. ,
Depth5_1457,Depth4_1053,"Being flexible enough for employment would mean missing university lectures which would have a negative impact in the long run especially if they're missing group work which can't be performed at home from virtual learning services. It would also put much more stress on them than their peers, which may put them at a disadvantage. ",
Depth5_1458,Depth4_1053,But those from more affluent backgrounds will have financial help from parents so won't have to do this - therefore giving them more opportunity to concentrate on their studies instead of having to also hold down a part-time job. This perpetuates the wealth inequality and ensures that those from more affluent backgrounds will get the better degrees and have even more advantage over poorer graduates in the job market.,
Depth5_1459,Depth4_1053,"Sometimes it is not feasible to have a part time job whilst studying highly intensive degrees, such as medicine, as it impacts negatively on your studying and quality of life.",
Depth5_1460,Depth4_1053,if u cant travel or afford to do something why should you,
Depth5_1461,Depth4_1059,"Making university more accessible won’t affect the level of teaching or learning. There will be more academic people and employment rates will rise, helping the economy. There will also be more positions in teaching thanks to the rise in education availability ",
Depth5_1462,Depth4_1059,"There won't be a higher or lower level of academic success as everybody will be operating at the same level. Thus, it will be harder to set oneself above others in terms of later employment and everyone will struggle more getting a job as the result. ",
Depth5_1463,Depth4_1059,"Degree course standards should not be different for different students. All students, whatever their background, should have the same opportunities in education and funding to achieve the standard required. ",
Depth5_1464,Depth4_1059,"The academic standards will only rise with abolishing tuition fees as it allows an even playing field, where only academic merit is required rather than your financial background",
Depth5_1465,Depth4_1059,there all about partying nowadays and I bet most of the student loan don't go on uni stuff,
Depth5_1466,Depth4_1006,"A job is not guaranteed from graduating. Also, lifelong debt can cause anxiety in many people and paying it over a period of years doesn't make it any cheaper. ",
Depth5_1467,Depth4_1006,Some people cannot afford to pay the university fees back and then have to get a loan out to help whilst they are earning in their chosen job.,
Depth5_1468,Depth4_1006,But all those who did get a free education and are now benefiting from a higher wage shod be paying - that is the circle,
Depth5_1469,Depth4_1006,Thats fine but lots of people take courses that do not lead to careers that pay enough yo meet the minimum,
Depth5_1470,Depth4_1006,"If we abolish University fees, people from lower income families will be able to go to university, and improve themselves and we will have a highly educated population",
Depth5_1471,Depth4_1015,The government are in debt regardless and in this case there will at least be many more opportunities to alter that fact. ,
Depth5_1472,Depth4_1015,"The government are in debt because of unemployment and paying out benefits to people who abuse the system. Instead, the government should use this money to pay for university fees so more people can go to university to gain the skills they need for their chosen jobs.",
Depth5_1473,Depth4_1015,An education is not just about generation a large salary. An education provides so many opportunities for learning and development that will save the government money in other areas - health for example as higher educated people are less likely to be obese. And happiness/satisfaction will reduce need for social services and youth services,
Depth5_1474,Depth4_1015,But the government can’t just plan for the short teem it has to consider the long term benefits,
Depth5_1475,Depth4_1015,"We've got to invest in the future, and money can be diverted from other areas of expenditure",
Depth5_1476,Depth4_1025,"I disagree as it isn't their fault that they were born rich, so they should not be punished or judged for it. Also, help is available not only for tuition fees but for living too. It is the fault of poor parents if they don't pay for their children, but are proven to be financially able. ",
Depth5_1477,Depth4_1025,The inequality gap will never increase. Abolishing university fees will give every person an equal opportunity of going to university.,
Depth5_1478,Depth4_1025,Free education makes all equal. This is fundamental to our society ,
Depth5_1479,Depth4_1025,NAN,
Depth5_1480,Depth4_1025,"We need to encourage people from all backgrounds to go to university, otherwise the divisions in society will continue and get worse ",
Depth5_1481,Depth4_1036,"The debt must still be paid over time and can still cause considerable stress. Especially if someone is living on little money, even tiny expenses can add up and cause problems. ",
Depth5_1482,Depth4_1036,This debt will still add added stress to the individual as they are paying it off for years after they have graduated from university.,
Depth5_1483,Depth4_1036,It does impact on ability to get a mortgage. It impacts on my take home pay every month. It impacts on my general financial well being and attitude to money and life knowing I have this huge debt which us increasing,
Depth5_1484,Depth4_1036,Yes but they will still live with the burden of having to pay back this debt that will increase with interest at some point in the future,
Depth5_1485,Depth4_1036,"The debt could take years to clear, and may prevent them getting mortgages, as lenders look at how much is spent each month on servicing existing debt. Also, it prevents people investing in pensions for the future - an aging population with no pension provision is a ticking time bomb ",
Depth5_1486,Depth4_1054,"Often jobs require a student to be flexible. So, if they are not, then they must miss at least a lecture a week to be able to afford university. Why should someone pay £9000+ a year just to have to miss parts of the teaching anyway? ",
Depth5_1487,Depth4_1054,Students shouldn't have to have the added stress of having to work whilst at university. The fees should be free in order for individuals to focus on their studies.,
Depth5_1488,Depth4_1054,"As someone who doesn't come from money, I agree I need to learn yo manage budgets - but not budgets of debts",
Depth5_1489,Depth4_1054,But if they are not fully focussed on their studies is this to the detriment of the societal benefits that are claimed from the loan program,y
Depth5_1490,Depth4_1054,"we should make students time at university affordable, so they can live well rounded lives whilst studying, not just study and work",
Depth5_1491,Depth4_1065,"It will still be much harder to get work as in many specialisations there is a limit, in the sense that further learning won't necessarily be required. Thus, there won't be exceptional cases in these trades - only thousands gunning for the same jobs. ",
Depth5_1492,Depth4_1065,If everyone had the same opportunity of going to university then this would make society a better place.,
Depth5_1493,Depth4_1065,Everyone will have access to education irrevant of your random start in life - ONLY if capable and worthwhile. ,y
Depth5_1494,Depth4_1065,NAN,
Depth5_1495,Depth4_1065,"Access to education is vital for the future of the country - companies will invest in a well educated workforce. Standards of education at university can be closely monitored, and any drops in standards can be addressed at the time",
Depth5_1496,Depth4_1070,Or maybe their mental health is more important to be worrying about being in debt.,
Depth5_1497,Depth4_1070,"By abolishing the fees for higher education it makes it available across the board. You do not need to be in a financial position, or from a certain background. Wealth and social class do not set the standard of someone’s IQ. Yes the taxes will be higher, but with a degree education, then the income and financial situation will be improved. Plus if the taxes are higher, and cost of living, you would expect that the wages reflect this for jobs particularly at a higher level.",
Depth5_1498,Depth4_1070,Everyone should be given a fair chance at attending university so I think keep the fees but lower them so people who want to can still go without fear of debt ,
Depth5_1499,,"I do not think you can compare financial ability and passion. University can sometimes be a huge burden on parents, and not being able to afford the education you are undertaking can also lead to mental health problems - I think it’s more than just passion that needs to drive you.",
Depth5_1500,Depth4_1070,i disagree- lack of money should not determine whether a person attends university or not. it has nothing whatsoever to do with passion. ,
Depth5_1501,Depth4_1070,To say someone is not passionate about a course or career because they do not want to be in debt for the rest of their lives is ill thought. Many people are extremely passionate but do not have the money to pay fees or do not feel comfortable getting into thousands of pounds worth of debt.,
Depth5_1502,Depth4_1081,This money still isn't enough to cover living costs for people and this will then put people off going to university which is not fair. Every person should have a fair opportunity of going to university.,
Depth5_1503,Depth4_1081,There are not enough loans and scholarships for the amount of applicants. People are losing out on their education and having their options limited by something out of their control,
Depth5_1504,Depth4_1081,Funding is great but for those who don’t get it just because the parents earn a certain amount does not mean they can afford them to go. What happens if that family has 3 children all wanting to go to university.,
Depth5_1505,Depth4_1081,"Often parents have more than one child they are sending to university so it’s still difficult to afford helping them out. The loan students receive often covers accommodation but not living costs so students are working while studying, which is a huge burden on them and their time. Loans and scholarships are just not enough.",
Depth5_1506,Depth4_1081,There are so few scholarships available and loans are a massive financial commitment. University should be subsidised and fees removed for lower income students.,
Depth5_1507,Depth4_1081,"The means tested loans are not designed well. Many parents cannot afford to help their child through university while still supporting other children at home, yet the way they are assessed shows that they should/can support them and so grants and loans are not available or too low.",
Depth5_1508,Depth4_1102,"People don't abuse going to university. They wouldn't waste three years of their live, just because it's free.",
Depth5_1509,Depth4_1102,"Just because someone has the finances to pay for the education and courses doesn’t mean they are more able, more willing or desire it more. ",
Depth5_1510,Depth4_1102,Some people who do want to go desperately can’t afford it. And those more fortunate to be able to afford it may not take it seriously but go just because they can afford it.,
Depth5_1511,Depth4_1102,"This is a fair point but I think if university fees were to be scrapped, then university requirement grades would have to be a little higher so only the students who worked hard and achieved their grades at A Level are able to be accepted into the best universities. That way, the students who are passionate and serious about education can study free of charge - and equally those not passionate, can pursue apprenticeships and vocational courses. ",
Depth5_1512,Depth4_1102,Nobody chooses to go to University for the 'wrong reasons because its free'. University fees should be waivered for students from lower income families so we have a more diverse mix graduating not just the priviledged few!,y
Depth5_1513,Depth4_1102,"People do not want to go to university because it is free, people who are not interested in the education will go and get a job because they want to start earning. Taxpayers helping to better 'one person' are paying for future doctors, teachers, police officers etc. It is investment in all of our futures ",
Depth5_1514,Depth4_1112,This then creates a poor/rich division and singles poorer individuals from the rich.,
Depth5_1515,Depth4_1112,It needs to be fair across the board. You also cannot guarantee someone’s financial position for the entire length of the courses and education period ,
Depth5_1516,Depth4_1112,There should be a set fee giving everyone a chance a further more levelling out the amount of people who can afford to go whilst sticking within the grades to get in guidelines.,
Depth5_1517,Depth4_1112,"Everyone should have an equal chance, I don’t think we should be punishing students who come from privileged families with higher fees because their parents may not be willing to help or may have other children who they provide for. It should not matter how well off the parents of the students are. ",
Depth5_1518,Depth4_1112,It has very little to do with standards and more to do with the education of the priviledged few. This is not the country we wish for in the future (or now!),y
Depth5_1519,Depth4_1112,"I fail to see how abolishing fees devalues a degree. It is about the individual, their dedication and hard work in a degree, not about who paid for it and how much it cost. Whether they pay themselves or the taxpayer pays, it is worth the same.",
Depth5_1520,Depth4_1122,"Students shouldn't have to worry about loans so they can better themselves. They should be entitled to free higher education as this can improve so many job roles which in society, we need.",
Depth5_1521,Depth4_1122,Loans are loans and therefore enable people to get further in their career and education. They should be treated as loans and not held against them but also as something to be treated seriously and maturely ,
Depth5_1522,Depth4_1122,Yes loans should be taken seriously but youger people shouldn’t be put under so much pressure when paying them back. They should make the payback process more flexible.,y
Depth5_1523,Depth4_1122,"If students are taught about loans and financial stability in school then they’d understand the benefit of this, and they’d want to make sure they have good credit scores.",
Depth5_1524,Depth4_1122,Student loans are terrible things and should be revamped. They encourage students to be forced into hideous debt which some will never be able to repay. by reducing or scrapping fees these debts would be significantly smaller.,
Depth5_1525,Depth4_1122,"The loan should not affect credit scores. If we abolished fees this would not be an issue. Having fees and then having them affect credit scores will not encourage students to make higher repayments when they cannot even afford to live, let alone pay back horrendous debt",
Depth5_1526,Depth4_1132,The loans are simply not enough for students to live adding stress and worry to that individual. This then does not give them enough clear mind space to focus on studying for their degree.,
Depth5_1527,Depth4_1132,"By paying for any area of the education you are putting those in financially a better place higher up. You are penalising the lower class, the lower incomes and those without the means to support themselves through education ",
Depth5_1528,Depth4_1132,People who get scolerships should still be able to apply for other funding if earned correctly.,y
Depth5_1529,Depth4_1132,"Scholarships couldn’t possible be more inclusive, as that is not the nature of a scholarship. It’s also not beneficial to anyone to put students in even more debt by asking them to take out loans for living, for rent, food etc. on top of their tuition fees. It’s not sustainable and could really damage their mental health and also ability to enjoy themselves at university. ",
Depth5_1530,Depth4_1132,But that is impossible to do as there are such limited scholarships. The fees need to be scrapped so that the loans are only used on living expenses like in the 90s' ,
Depth5_1531,Depth4_1132,"Maintenance loans help cover living costs. But yes, if maintenance loans were not available then the loans should cover more. If we abolished the fees however, the students would be able to just take maintenance loans which would be paid back much more quickly once earning and not leave the government with so many loans that will be written off ",
Depth5_1532,Depth4_1071,nit these things should be free and shouldnt habr to get into thousands of debt to get an education and a career,y
Depth5_1533,Depth4_1071,"It's not an investment, if the interest continues to go up and up and sometimes graduates find it hard to gain a job straight after university due to not having the experience which adds pressure and worry on them.",
Depth5_1534,Depth4_1071,"Maybe you would call it an investment, but this doesn't change the fact that for many people debt is extremely off-putting and scary. This is not something people from higher income families have to contend with, so it's unfair, especially as interest rates increase and the low-income students end up paying a premium for being poor.",
Depth5_1535,Depth4_1071,student debt can effect someone for the rest of there life if they fail to find a good job after they have finished university. It difficult to tell if getting into debt is investment or gambling.,
Depth5_1536,Depth4_1071,"Graduate jobs are not always really well paid. If you consider the university fees are £27,000 for a three year Bachelor course, it would take a considerable amount of time to earn this much money back.",
Depth5_1537,Depth4_1071,It may be an investment but it is a long commitment and may take many many years to be in a high paid job to clear the debt.,
Depth5_1538,Depth4_1083,its not fair that childrej shouldnt be able to pursue a career they want to do just becuase a family cant afford it,y
Depth5_1539,Depth4_1083,Working full time would provide more money then what a loan would at university.,
Depth5_1540,Depth4_1083,"This has nothing to do with the original argument. If the loan assumes that there is going to be parental financial support that doesn't end up being given, this has absolutely nothing to do with the student's ability to manage money.",
Depth5_1541,Depth4_1083,"students should primarily be focused on there studies, everything else is a distraction which may lead to lower grades. ",
Depth5_1542,Depth4_1083,"It is not just a matter of managing money. There could be fantastic potential teachers, social workers and doctors out there who will not be able pursue their chosen career because they cannot afford the fees and their parents cannot afford to subsidise.",
Depth5_1543,Depth4_1083,When someone goes to university they do not understand the household financials. They are still very young and budgeting is not some thing they would of experienced!,
Depth5_1544,Depth4_1104,but nokne shpuld be getting into debt to get aj education this should be free ,y
Depth5_1545,Depth4_1104,"The loan also adds interest, sometimes making it harder for the individual to pay back.",
Depth5_1546,Depth4_1104,"This assumes you can pay the debt back quickly which is obviously not going to be the case for many people, especially those with disabilities, for example, or anyone else who struggles to find employment for myriad reasons beyond their control. ",
Depth5_1547,Depth4_1104,not having the stress of potentially being in tens of thousands of pounds of debt is far greater than having a strengthened credit score.,
Depth5_1548,Depth4_1104,Everybody should have the right to free higher education. If they chose to participate in this or choose not to should not matter. ,
Depth5_1549,Depth4_1104,Not all individuals will straight away understand the impact of negative credit and this could potentially damage their future if they do not maintain the payment arrangement.,
Depth5_1550,Depth4_1116,eberyone shpuld be treated equally regardless of if theu come from money,y
Depth5_1551,Depth4_1116,A degree is not an investment when interest is added to the loan straight after the student graduates making it harder to pay back.,
Depth5_1552,Depth4_1116,"Even if it shouldn't be devalued, it is seen that way. Universities are becoming increasingly marketised. ",y
Depth5_1553,Depth4_1116,"If someone has the capacity to complete a university course and achieve the highest grade and are rejected because they can't afford the fees, the degree does become devalued.",
Depth5_1554,Depth4_1116,"A university degree is not just an investment on a individual's future. By providing free higher education, we are investing in the future of the country.",
Depth5_1555,Depth4_1116,It is a barrier for all individuals and if they come through a low income background it can be very daunting to have this debt. Their is stigma around university for being for higher class backgrounds and can often make others feel intimidated. ,
Depth5_1556,Depth4_1123,again shpuldnt have to getinto debt just to get qualifications this shpuld ne free for all children,y
Depth5_1557,Depth4_1123,Some people simply feel they wouldn't be able to afford university because the loan is so little.,
Depth5_1558,Depth4_1123,"Not everyone with a degree can walk right into a ""better job"".",
Depth5_1559,Depth4_1123,no one should get into debt that they can't pay back. if someone can achieve a degree they should be assisted,
Depth5_1560,Depth4_1123,"Education should not be only for those who can afford it. The student fee is not a marker of quality education, that is down to the individual universties and the courses that they run.",
Depth5_1561,Depth4_1123,"It is not a guarantee you will get a higher paid job, some individuals find themselves not using their degree and see it as a waste of money. ",
Depth5_1562,Depth4_1133,childrje should be able to enjoy the freedom uni gives thek whilst most cajt afford to live away from home,y
Depth5_1563,Depth4_1133,The loans are not enough to cover all living expenses adding extra stress to the individual.,
Depth5_1564,Depth4_1133,"At certain levels of education, or if you have to repeat a year, the loans are for fees only.",
Depth5_1565,Depth4_1133,NAN,
Depth5_1566,Depth4_1133,With this the student is getting further into debt. Many graduates will end up not being to repay their student loan because graduate jobs are not always as well paid as the general public likes to think. Having extra debt on top of this to pay for accomodation and living expenses is unmanagable.,y
Depth5_1567,Depth4_1133,Again this means further debt or relying on family to subsidies your life style which is not available to majority of families.,
Depth5_1568,Depth4_1078,It's a graduate tax. The individual student has benefitted and is earning a graduate premium,y
Depth5_1569,Depth4_1078,"Studying full-time is hard work, getting a part-time job to fit in around studies is not always a plausible solution. ",
Depth5_1570,Depth4_1078,Tuition fees prevent people from less well off backgrounds from attending university ,
Depth5_1571,Depth4_1078,Wages are not rising fast enough and poorer students will still be penalised in the form of more debt,
Depth5_1572,Depth4_1078,They will need time to study not work and achieve the best grade they can get,
Depth5_1573,Depth4_1085,Social mobility from one generation to the next is an aim of HE. Have to base household income on parents earnings as a baseline,
Depth5_1574,Depth4_1085,Students shouldn't be forced into finding part-time work to contribute towards a loan that is extortionate. ,
Depth5_1575,Depth4_1085,Basing this on parental income can not identify and accurately benefit the less well off students ,
Depth5_1576,Depth4_1085,Not everyone will be able to obtain part time work that will cover their fees,
Depth5_1577,Depth4_1085,parents income can change depending on what job they have or if they are coming up to retirement age,
Depth5_1578,Depth4_1105,The RAB charge I. E. The amount of loan written off is in fact public investment. This is needed for many middle income earners nurses police etc,
Depth5_1579,Depth4_1105,"This shouldn't be about ""getting a job above the payment threshold' but more about them getting a job that they want and is related to their degree. ",
Depth5_1580,Depth4_1105,Nick Clegg promised to abolish tuition fees but was instead art of a government that raised them. How is anyone expected to trust the words of the government after this ,
Depth5_1581,Depth4_1105,The pressure of having loans at university may affect a persons stress levels and mental health and in fact lead to lower grades and not getting a good job. ,
Depth5_1582,Depth4_1105,cant answer,
Depth5_1583,Depth4_1117,History has shown that price difference hasn't been a proxy for quality in the UK system where all under grad degrees are 9250,
Depth5_1584,Depth4_1117,Being able to go to university shouldn't be based on whether someone can afford it or not. Those who work hard at school/college should be able to attend the university they want and do the course they want without having to worry about whether they can afford it.,
Depth5_1585,Depth4_1117,Your intellect should not be stifled just because you are from a less well off background and can't afford to pay,
Depth5_1586,Depth4_1117,If only those who can afford to pay for university then this will lead to only the rich getting a good education,
Depth5_1587,Depth4_1117,There should be one low entry fee that is equal to everyone.,
Depth5_1588,Depth4_1125,I can't argue with that,
Depth5_1589,Depth4_1125,The current system is highly unfair and puts off people wanting to attend university. I believe fees should be abolished altogether.,
Depth5_1590,Depth4_1125,An American system could cause higher debt and as a result greater poverty ,
Depth5_1591,Depth4_1125,Having loans affect credit scores sets young people up to fail at a young age. It doesn't give them the best start in life.,
