arg_id,prev_arg_id,Argument,Concern1,Concern2,Concern3,Concern4,Concern5
Depth5_1393,Depth4_984,"that does not at all eliminate the potential stress created by the ongoing debt . also , not everyone will earn enough to be comfortable losing some money each month for a very , very long time .",debt,,,,
Depth5_1394,Depth4_984,"some of these jobs like nurses , midwives and teachers are grossly underpaid though , therefore , racking up huge university debts is putting these careers at a great risk .",job,career,debt,,
Depth5_1395,Depth4_984,"again , the premise of the argument is rooted in individuals . offering free education to all improves society",society,free,,,
Depth5_1396,Depth4_992,"even those with the loan system are still required to work to sustain themselves , cutting out all time for living between learning and earning .",loan,,,,
Depth5_1397,Depth4_992,it 's hard enough that parents may have their own debt and expecting them to get into more debt for the education is unfair .,debt,,,,
Depth5_1399,Depth4_992,many bursaries have been stopped though by the government and applications for nursing and health professions have greatly fallen as a result . this will have real negative consequences for the future of the nhs .,government,,,,
Depth5_1400,Depth4_992,"why do these mechanisms exist ? they are to increase the education of the people in our society , particularly those who would struggle to afford this kind of education",society,afford,,,
Depth5_1404,Depth4_1004,"the cost of living is extortionate for everyone at the moment , students do not need the additional pressure of another debt as well as their rent and bills .",debt,,,,
Depth5_1405,Depth4_1004,"this should not be subjective , our own opinions of `` afford '' will always be flawed , there is data available to support the argument",afford,,,,
Depth5_1406,Depth4_993,"if we value education and the benefits it brings to society as a whole , as well as the individual , we should enable students to be able to devote themselves entirely to their studies .",society,,,,
Depth5_1409,Depth4_993,"all young people have the right to an education which is not paid for , its unfair to enter into debt .",debt,,,,
Depth5_1415,Depth4_1009,"well yes , obviously , that is the whole point of going to university . in order to get a job within their chosen field and progress .",job,,,,
Depth5_1416,Depth4_1022,"having affluent parents can make all the difference to someone 's experience at university with the support that they offer . future debt and the gradual repayment is manageable for all , but those that need help to study should have it at the time .",debt,,,,
Depth5_1418,Depth4_1022,"if tuition was free for all , people would not have to seek help whatever their circumstances were",free,,,,
Depth5_1419,Depth4_1022,"it makes no difference if the parents can afford this , not everyone 's can and why should they enter into debt for this .",afford,debt,,,
Depth5_1420,Depth4_1022,students should not leave university with a massive debt looming over the heads which they will then spend years of their adult life repaying . education should be available to all without the worry of money and debt .,debt,,,,
Depth5_1424,Depth4_1032,"it is not an insignificant amount each month , it is a big chunk of debt to pay off each month .",debt,,,,
Depth5_1425,Depth4_1032,"there are enough deductions already from a monthly wage packet without having a debt repayment . how will the future generation ever get on the property ladder for instance , without financial help from elsewhere . we are creating a bigger problem .",debt,,,,
Depth5_1428,Depth4_1040,"repayment comes at the worst time , when family expenses increase and the debt becomes a burden .",family,debt,,,
Depth5_1429,Depth4_1040,i beg to differ how anyone can not notice a chunk of money being deducted every month to pay off a debt which they should n't have in the first place .,debt,,,,
Depth5_1431,Depth4_1058,"not everyone can work whilst studying , and there are n't necessarily jobs available for all . it 's unfair that some less fortunate students sometimes need to take out additional loans .",loan,job,,,
Depth5_1433,Depth4_1058,jobs are not always plentiful and are likely to be low paid . a university grant should cover more than tuition and include living expenses .,job,,,,
Depth5_1434,Depth4_1058,"students do not have time to take out a part time job , when i was at university we were strongly advised not to as this interferes with studies .",job,,,,
Depth5_1436,Depth4_995,"not everyone can get an apprenticeship in the job they want , university has so many more opportunities for people but many people can't access it . it should be made easily accessible so that more people can attend",access,job,,,
Depth5_1439,Depth4_995,"however , not all future careers work well with apprenticeships including more humanity based careers and of course academia . people of a poorer background still become limited in their options due to the university fees .",career,background,,,
Depth5_1444,Depth4_1010,"the majority of students have to take out loans to afford to go to university , this money often goes from the loan company to the university straight away . consequently , this devalues the idea of fees being a motivation because the weight of debt is not felt until afterwards .",loan,afford,debt,,
Depth5_1446,Depth4_1023,"education is supposed to be diverse and accessible , yet they penalise people for coming from poorer backgrounds . some people may have parents who earn enough for them not to receive help yet don't earn enough to pay uni fees . some people are just scraping by",background,,,,
Depth5_1449,Depth4_1023,"however , scholarships and financial help are not always readily available , and if they are and the student has successfully received the monetary aid , it is still often not enough .",scholarship,,,,
Depth5_1451,Depth4_1033,"people are already in so much debt without the added stress of university fees , and even if they eventually get a high paid job , the cost of living is so high .",job,debt,,,
Depth5_1454,Depth4_1033,jobs aimed at recent graduates are not necessarily higher paying as they often also require practical experience . many businesses use this to their advantage to pay lower wages .,job,,,,
Depth5_1456,Depth4_1053,many students can't commit to a job as they have placements to attend . and even then the loan they have barely covers the cost of living so the money from a job would just help towards that .,loan,job,,,
Depth5_1459,Depth4_1053,"sometimes it is not feasible to have a part time job whilst studying highly intensive degrees , such as medicine , as it impacts negatively on your studying and quality of life .",job,,,,
Depth5_1462,Depth4_1059,"there wo n't be a higher or lower level of academic success as everybody will be operating at the same level . thus , it will be harder to set oneself above others in terms of later employment and everyone will struggle more getting a job as the result .",job,,,,
Depth5_1464,Depth4_1059,"the academic standards will only rise with abolishing tuition fees as it allows an even playing field , where only academic merit is required rather than your financial background",background,,,,
Depth5_1465,Depth4_1059,there all about partying nowadays and i bet most of the student loan do n't go on uni stuff,loan,,,,
Depth5_1466,Depth4_1006,"a job is not guaranteed from graduating . also , lifelong debt can cause anxiety in many people and paying it over a period of years does n't make it any cheaper .",job,debt,,,
Depth5_1467,Depth4_1006,some people can not afford to pay the university fees back and then have to get a loan out to help whilst they are earning in their chosen job .,loan,afford,job,,
Depth5_1468,Depth4_1006,but all those who did get a free education and are now benefiting from a higher wage shod be paying - that is the circle,free,,,,
Depth5_1469,Depth4_1006,thats fine but lots of people take courses that do not lead to careers that pay enough yo meet the minimum,career,,,,
Depth5_1471,Depth4_1015,the government are in debt regardless and in this case there will at least be many more opportunities to alter that fact .,government,debt,,,
Depth5_1472,Depth4_1015,"the government are in debt because of unemployment and paying out benefits to people who abuse the system . instead , the government should use this money to pay for university fees so more people can go to university to gain the skills they need for their chosen jobs .",job,government,debt,,
Depth5_1480,Depth4_1025,"we need to encourage people from all backgrounds to go to university , otherwise the divisions in society will continue and get worse",society,background,,,
Depth5_1483,Depth4_1036,it does impact on ability to get a mortgage . it impacts on my take home pay every month . it impacts on my general financial well being and attitude to money and life knowing i have this huge debt which us increasing,debt,,,,
Depth5_1484,Depth4_1036,yes but they will still live with the burden of having to pay back this debt that will increase with interest at some point in the future,interest,debt,,,
Depth5_1485,Depth4_1036,"the debt could take years to clear , and may prevent them getting mortgages , as lenders look at how much is spent each month on servicing existing debt . also , it prevents people investing in pensions for the future - an aging population with no pension provision is a ticking time bomb",debt,,,,
Depth5_1486,Depth4_1054,"often jobs require a student to be flexible . so , if they are not , then they must miss at least a lecture a week to be able to afford university . why should someone pay �9000+ a year just to have to miss parts of the teaching anyway ?",afford,job,,,
Depth5_1487,Depth4_1054,students should n't have to have the added stress of having to work whilst at university . the fees should be free in order for individuals to focus on their studies .,free,,,,
Depth5_1488,Depth4_1054,"as someone who does n't come from money , i agree i need to learn yo manage budgets - but not budgets of debts",debt,,,,
Depth5_1491,Depth4_1065,"it will still be much harder to get work as in many specialisations there is a limit , in the sense that further learning wo n't necessarily be required . thus , there wo n't be exceptional cases in these trades - only thousands gunning for the same jobs .",job,,,,
Depth5_1492,Depth4_1065,if everyone had the same opportunity of going to university then this would make society a better place .,society,,,,
Depth5_1495,Depth4_1065,"access to education is vital for the future of the country - companies will invest in a well educated workforce . standards of education at university can be closely monitored , and any drops in standards can be addressed at the time",access,,,,
Depth5_1496,Depth4_1070,or maybe their mental health is more important to be worrying about being in debt .,debt,,,,
Depth5_1498,Depth4_1070,everyone should be given a fair chance at attending university so i think keep the fees but lower them so people who want to can still go without fear of debt,debt,,,,
Depth5_1503,Depth4_1081,there are not enough loans and scholarships for the amount of applicants . people are losing out on their education and having their options limited by something out of their control,loan,scholarship,,,
Depth5_1504,Depth4_1081,funding is great but for those who don't get it just because the parents earn a certain amount does not mean they can afford them to go . what happens if that family has 3 children all wanting to go to university .,family,afford,,,
Depth5_1506,Depth4_1081,there are so few scholarships available and loans are a massive financial commitment . university should be subsidised and fees removed for lower income students .,loan,scholarship,,,
Depth5_1507,Depth4_1081,"the means tested loans are not designed well . many parents can not afford to help their child through university while still supporting other children at home , yet the way they are assessed shows that they should/can support them and so grants and loans are not available or too low .",loan,afford,,,
Depth5_1510,Depth4_1102,some people who do want to go desperately can't afford it . and those more fortunate to be able to afford it may not take it seriously but go just because they can afford it .,afford,,,,
Depth5_1516,Depth4_1112,there should be a set fee giving everyone a chance a further more levelling out the amount of people who can afford to go whilst sticking within the grades to get in guidelines .,afford,,,,
Depth5_1520,Depth4_1122,"students should n't have to worry about loans so they can better themselves . they should be entitled to free higher education as this can improve so many job roles which in society , we need .",society,loan,free,job,
Depth5_1521,Depth4_1122,loans are loans and therefore enable people to get further in their career and education . they should be treated as loans and not held against them but also as something to be treated seriously and maturely,loan,career,,,
Depth5_1525,Depth4_1122,"the loan should not affect credit scores . if we abolished fees this would not be an issue . having fees and then having them affect credit scores will not encourage students to make higher repayments when they can not even afford to live , let alone pay back horrendous debt",loan,afford,debt,,
Depth5_1526,Depth4_1132,the loans are simply not enough for students to live adding stress and worry to that individual . this then does not give them enough clear mind space to focus on studying for their degree .,loan,,,,
Depth5_1530,Depth4_1132,but that is impossible to do as there are such limited scholarships . the fees need to be scrapped so that the loans are only used on living expenses like in the 90s ',loan,scholarship,,,
Depth5_1533,Depth4_1071,"it 's not an investment , if the interest continues to go up and up and sometimes graduates find it hard to gain a job straight after university due to not having the experience which adds pressure and worry on them .",interest,job,,,
Depth5_1535,Depth4_1071,student debt can effect someone for the rest of there life if they fail to find a good job after they have finished university . it difficult to tell if getting into debt is investment or gambling .,job,debt,,,
Depth5_1537,Depth4_1071,it may be an investment but it is a long commitment and may take many many years to be in a high paid job to clear the debt .,job,debt,,,
Depth5_1540,Depth4_1083,"this has nothing to do with the original argument . if the loan assumes that there is going to be parental financial support that does n't end up being given , this has absolutely nothing to do with the student 's ability to manage money .",loan,,,,
Depth5_1542,Depth4_1083,"it is not just a matter of managing money . there could be fantastic potential teachers , social workers and doctors out there who will not be able pursue their chosen career because they can not afford the fees and their parents can not afford to subsidise .",afford,career,,,
Depth5_1545,Depth4_1104,"the loan also adds interest , sometimes making it harder for the individual to pay back .",interest,loan,,,
Depth5_1546,Depth4_1104,"this assumes you can pay the debt back quickly which is obviously not going to be the case for many people , especially those with disabilities , for example , or anyone else who struggles to find employment for myriad reasons beyond their control .",debt,,,,
Depth5_1548,Depth4_1104,everybody should have the right to free higher education . if they chose to participate in this or choose not to should not matter .,free,,,,
Depth5_1551,Depth4_1116,a degree is not an investment when interest is added to the loan straight after the student graduates making it harder to pay back .,interest,loan,,,
Depth5_1553,Depth4_1116,"if someone has the capacity to complete a university course and achieve the highest grade and are rejected because they ca n't afford the fees , the degree does become devalued .",afford,,,,
Depth5_1554,Depth4_1116,"a university degree is not just an investment on a individual 's future . by providing free higher education , we are investing in the future of the country .",free,,,,
Depth5_1555,Depth4_1116,it is a barrier for all individuals and if they come through a low income background it can be very daunting to have this debt . their is stigma around university for being for higher class backgrounds and can often make others feel intimidated .,debt,background,,,
Depth5_1557,Depth4_1123,some people simply feel they would n't be able to afford university because the loan is so little .,loan,afford,,,
Depth5_1560,Depth4_1123,"education should not be only for those who can afford it . the student fee is not a marker of quality education , that is down to the individual universties and the courses that they run .",afford,,,,
Depth5_1561,Depth4_1123,"it is not a guarantee you will get a higher paid job , some individuals find themselves not using their degree and see it as a waste of money .",job,,,,
Depth5_1563,Depth4_1133,the loans are not enough to cover all living expenses adding extra stress to the individual .,loan,,,,
Depth5_1564,Depth4_1133,"at certain levels of education , or if you have to repeat a year , the loans are for fees only .",loan,,,,
Depth5_1567,Depth4_1133,again this means further debt or relying on family to subsidies your life style which is not available to majority of families .,family,debt,,,
Depth5_1569,Depth4_1078,"studying full-time is hard work , getting a part-time job to fit in around studies is not always a plausible solution .",job,,,,
Depth5_1571,Depth4_1078,wages are not rising fast enough and poorer students will still be penalised in the form of more debt,debt,,,,
Depth5_1574,Depth4_1085,students should n't be forced into finding part-time work to contribute towards a loan that is extortionate .,loan,,,,
Depth5_1577,Depth4_1085,parents income can change depending on what job they have or if they are coming up to retirement age,job,,,,
Depth5_1579,Depth4_1105,this should n't be about `` getting a job above the payment threshold ' but more about them getting a job that they want and is related to their degree .,job,,,,
Depth5_1580,Depth4_1105,nick clegg promised to abolish tuition fees but was instead art of a government that raised them . how is anyone expected to trust the words of the government after this,government,,,,
Depth5_1581,Depth4_1105,the pressure of having loans at university may affect a persons stress levels and mental health and in fact lead to lower grades and not getting a good job .,loan,job,,,
Depth5_1584,Depth4_1117,being able to go to university should n't be based on whether someone can afford it or not . those who work hard at school/college should be able to attend the university they want and do the course they want without having to worry about whether they can afford it .,afford,,,,
Depth5_1585,Depth4_1117,your intellect should not be stifled just because you are from a less well off background and ca n't afford to pay,afford,background,,,
Depth5_1586,Depth4_1117,if only those who can afford to pay for university then this will lead to only the rich getting a good education,afford,,,,
Depth5_1594,Depth4_1142,nobody should be made to take out a huge loan to be able to get started in a career they wish to follow . should we be teaching people that in order to get on in life you need to take out a massive loan to get there ?,loan,career,,,
Depth5_1596,Depth4_1142,the pressure on relying on a student loan to survive can affect a student negatively and set them up to rely on borrowing in the future .,loan,,,,
Depth5_1597,Depth4_1142,it 's encouraging more debt ... if they are bad at managing money then it will spiral out of control,debt,,,,
Depth5_1601,Depth4_35,"having a large loan to pay back will put young people off going to university , as they will see paying it back as a shadow over their adult life .",loan,,,,
Depth5_1602,Depth4_35,"the loan is however significantly higher than the minimum payment required to clear it . in most cases students either never fully repay there loan , or spend 20 years chipping away at it .",loan,,,,
Depth5_1603,Depth4_79,"if the job market is extremely competitive , some people with degrees are still going to fall through the cracks and find it difficult to pay back their loans .",loan,job,,,
Depth5_1605,Depth4_79,it doesn't give you an advantage for most jobs as the post grad market is overcrowded . people end up being over qualified for the jobs available .,job,,,,
Depth5_1606,Depth4_79,"a lot of jobs will see a graduate as being overqualified and likely to leave for a better job after a short time , or because they are bored , and are therefore not worth taking on and training .",job,,,,
Depth5_1608,Depth4_1146,"the fact of taking out a loan still burdens these students and gives them more to worry about , which might impact their studies . it 's also just blatantly unfair .",loan,,,,
Depth5_1609,Depth4_1146,students still have financial burden though and it is most likely that they will earn a reasonable wage so they can not escape the loan .,loan,,,,
Depth5_1612,Depth4_1146,"but then in most cases the loan is either not paid off , or the student never truly fulfills there potential and takes a job below the `` reasonable loan '' .",loan,job,,,
Depth5_1614,Depth4_1154,realistically not everyone has funds to pay for education so it is unfair to expect people to pay . people from all socioeconomic backgrounds should be able to go to uni if they want to but many from low socioeconomic backgrounds are missing out because they can not afford it .,afford,background,,,
Depth5_1616,Depth4_1154,"it is not true that you need to spend money on your job/career in all or even most walks of life . in most jobs , training is provided by the company .",job,,,,
Depth5_1617,Depth4_1154,the loan system does to a degree allow for you to earn your education . the government are simply offsetting the cost so it can be spread over your working life as long as you earn enough .,loan,government,,,
Depth5_1618,Depth4_1162,"just because you are not paying anything back at present does n't negate the fact you end up owing more and more interest , effectively getting punished for not paying it back sooner .",interest,,,,
Depth5_1620,Depth4_1162,"the debt still exists and it still accrues interest . when getting a new job , the threshold again may cause issues when it comes to affording repayments . the cost of living is too high to afford loan repayments , no matter how reasonable the interest may be .",loan,debt,job,interest,afford
Depth5_1622,Depth4_1162,the loan eventually is nullified after a certain amount of time . it also does not go towards your credit score so has no bearing regardless of whether you owe �4 or �90k .,loan,,,,
Depth5_1623,Depth4_1170,this is simply not the case for many people - a `` basic income '' will be unevenly distributed . what if you live in an area with high rent and high food prices ? you also have ignored the point about interest rates .,interest,,,,
Depth5_1625,Depth4_1170,"if you're on a basic income , you don't have a small percentage left for a loan . you need to be physically and mentally healthy if you're working and being pushed into extra hardship decreases motivation",loan,,,,
Depth5_1630,Depth4_84,"but uni provides many opportunities to improve and learn for caress , such a career placement , interview practice and strength days .",career,,,,
Depth5_1632,Depth4_84,i think university is highly appreciated by employers and helps people become more independent but it 's not fair that people have financial stress lurking above them whilst studying as it would be harder to learn and stops people from pursuing thier dream careers .,career,,,,
Depth5_1633,Depth4_116,it 's still unobtainable for candidates from poorer backgrounds . without university fees it 'll make career progression more obtainable no matter what background you 're from .,career,background,,,
Depth5_1634,Depth4_116,people with great potential might be put off to succeed and later be an great asset due to scary loans and fees,loan,,,,
Depth5_1635,Depth4_116,"but a loan means they will be worse of in the future as have interest on the loan , so unfair as actually pay more than a richer person that can pay it straight away",interest,loan,,,
Depth5_1638,Depth4_1147,"most degrees involve a lot of self study , if a person has to take on a job to pay for their university fees , they wo n't be putting everything they 've got into their degree and they 'll simply be too tired from working .",job,,,,
Depth5_1640,Depth4_1147,"working alongside it may make them burn out before the end of studies meaning no degree but still a loan to have to pay back or means they do n't get as high a degree , effecting the career path later on",loan,career,,,
Depth5_1643,Depth4_1155,"loans can cause debt issues , if the person were unable to obtain work straight after university they wo n't be able to afford to pay back loan repayments",loan,afford,debt,,
Depth5_1644,Depth4_1155,loans are scary and often you are pestered by second hand companies about the loan,loan,,,,
Depth5_1648,Depth4_1163,"well , abolishing debt is the same as abolishing university fees . if they 're doing to abolish the debt of a loan used to pay the tuition fees , why not scrap the fees in the first place",loan,debt,,,
Depth5_1649,Depth4_1163,"sometimes a uni degree can hinder a job application if overqualified , and just looking for some money to tide you over . so interest is worrying",interest,job,,,
Depth5_1650,Depth4_1163,"but many people coming out of uni with a degree means saturation of the job marketing , which can be deflating when you come out with a degree yet not find equivalent job to it .",job,,,,
Depth5_1653,Depth4_1174,many university graduates will make sure they get a job under �21000 to avoid paying the fees back until the debt is abolished . you may as well abolish the fees if this is the case,job,debt,,,
Depth5_1654,Depth4_1174,the struggle of finical pressure of having to pay back the loan so soon after even finding a basic job could stop people from getting a job in a sector they have studied for because of money issues,loan,job,,,
Depth5_1660,Depth4_88,a few years studying for a degree is nothing in the grand scheme of things . the qualification will put you at an advantage for gaining a job compared to an individual who had no degree and just experience .,job,,,,
Depth5_1661,Depth4_88,a lot of degrees offer placements so the person has job experience and specialist academic knowledge . a person with a degree will understand the work ethics more than someone new to the industry .,job,,,,
Depth5_1669,Depth4_226,"most of the debt is never completely paid back it is written off , therefore that argument holds no water as so many former students never achieve the payment threshold to repay the debt in full in the allotted time .",debt,,,,
Depth5_1671,Depth4_226,"people with debt are more likely to depend on the economy for hangouts , in turn are unable to place it into the economy . those with no student debt will have 100 % of income to boost the economy",debt,,,,
Depth5_1672,Depth4_226,"our society has become much broader and more accepting of different groups of people . more people are feeling confidence in their abilities to apply , and thus are being accepted . it 's still an investment , it 's just a more frequent investment than it was in the past .",society,,,,
Depth5_1674,Depth4_1153,"loans are exactly that , loans which get students into debt because they can not afford it . we are potentially losing out on some great minds doing well in out most needed fields such as science and medicine because the cost and debt they would find themselves in is off putting .",loan,afford,debt,,
Depth5_1675,Depth4_1153,the thought of having to apply and receive loans will put a lot of people off applying for university,loan,,,,
Depth5_1676,Depth4_1153,but loans give a person less income in the long term . it reflects badly on people and can be a deterrent to people attending university .,loan,,,,
Depth5_1681,Depth4_1165,that goes singles out graduates who do achieve the income level . they spend their lives paying a student loan and only achieve paying the interest .,interest,loan,,,
Depth5_1683,Depth4_1179,"and so the debt will be hanging over the student from the word go , which could set them back from the offset especially with the pressure .",debt,,,,
Depth5_1684,Depth4_1179,this will mean they will not actually be receiving that higher pay as it will go back into repaying their student loan . they could as easily go for a lower paid job outside their relevant degree just to avoid repaying the debt .,job,loan,debt,,
Depth5_1685,Depth4_1179,it appears to be unfair as some individuals ( higher earning jobs ) will have to pay a large amount off whereas other individuals ( below the threshold ) may have obtained a free education,free,job,,,
Depth5_1688,Depth4_418,but how is an individual supposed to move forward with limited job prospects and that amount of debt hanging over their heads ! the loans take a significant amount of time to pay back when the student is already mid twenties and looking to build a future .,job,loan,debt,,
Depth5_1690,Depth4_418,having a long-term financial burden such as paying back student loans can affect mental health and prevent progression . small interest rates will quickly add up if your loan is �36k andit 's taking you 30 years to repay .,interest,loan,,,
Depth5_1691,Depth4_418,the debt is still there even if it 's paid with smaller interest and debt can be burdensome to individual,interest,debt,,,
Depth5_1694,Depth4_576,"the reality is that students should n't be forced to work along side studies , but many are as they can not afford to live from their loan on its own",loan,afford,,,
Depth5_1696,Depth4_576,getting a part time job whilst studying can take a toll on students especially when there 's are loads of course work and studying to do . student hardly gets free time to party . weekend partying is a way to relax from all the intense studying,free,job,,,
Depth5_1698,Depth4_707,but at some point in their early career they 're faced with this massive 9k debt and it is literally hanging over them with the pressure of having to pay it back eventually .,career,debt,,,
Depth5_1705,Depth4_966,the poorest people will still be put off attending though so will not have the benefit of a degree in their career,career,,,,
Depth5_1710,Depth4_1067,"it is n't an equal opportunity though , as some people will not be able to afford to attend",afford,,,,
Depth5_1716,Depth4_1181,some jobs after higher education do n't pay enough compared to what jobs with skill set pays . this does not encourage the younger generation who are trying to make decisions of whether or not to go to university,job,,,,
Depth5_1717,Depth4_1181,"putting the cost in taxes means the money is spread across many people and therefore it will have a much smaller impact on people but everyone will benefit from people graduating and becoming lawyers , surgeons , teachers .",tax,,,,
Depth5_1718,Depth4_797,government had the responsibility to cap a price how much they can charge so that the majority can go to university,government,,,,
Depth5_1719,Depth4_797,"you shouldn't have to pay for university as you are going to help with the economy getting a job through education . if you choose an apprenticeship you get paid , you don't pay for it , so uni should be the same .",job,,,,
Depth5_1722,Depth4_797,but providing higher education to younger people will benefit the country greater on long term allowing greater taxes from wages thus providing a more efficient and better off workforce,tax,,,,
Depth5_1724,Depth4_967,"there are many people who can't afford to go to uni , people from poorer backgrounds should be given the opportunity to higher education . people who have children , people who have no family to help with costs . why should people miss out because of the expense of fees .",family,afford,background,,
Depth5_1725,Depth4_967,every person should have the right to free higher education in order to improve their life and career prospects . if these people had the free higher education to succeed then there would be more people in job roles which we need .,free,job,career,,
Depth5_1726,Depth4_967,"part time courses come with no opportunity for student loans or grants , so is only a viable option for people already in employment .",loan,,,,
Depth5_1730,Depth4_1157,"the loan system does n't take into consideration the interest on the loan after you have completed university . also , usually the loan is n't enough to support the individual with their higher education and therefore that individual has to work alongside studying at university .",interest,loan,,,
Depth5_1732,Depth4_1157,"but people may be scared of reducing their wage for the foreseeable future , with house and future family costs ahead .",family,,,,
Depth5_1735,Depth4_1180,the fees are stopping people from going to university as they simply can not afford it and therefore preventing talented individuals gaining their dream careers .,afford,career,,,
Depth5_1737,Depth4_1180,"however that means uni 's have a responsibility ensure that they provide equal worth to 9k , with some courses arguably are not",,,,,
